id,Säsong,Totalpoäng,Spelade minuter,Gjorda mål,Assists,Hållna nollor,Insläppta mål,Räddade straffar,Missade straffar,Gula kort,Röda kort,Räddningar,Självmål,Offensiva bonuspoäng,Defensiva bonuspoäng
23,2020,33,623,3,0,2,7,0,0,1,0,0,0,3,1
24,2019,89,1692,8,6,8,16,0,0,3,0,0,0,0,0
27,2020,87,2124,0,4,8,30,0,0,5,0,0,0,2,6
28,2020,92,2331,0,1,8,32,0,0,7,0,0,0,0,21
29,2020,68,946,2,1,6,5,0,0,1,0,0,0,6,4
30,2020,113,1873,4,4,7,34,0,0,0,0,0,0,4,15
31,2020,102,2422,2,4,7,43,0,0,4,2,0,0,5,24
32,2020,65,1702,0,1,5,23,0,0,4,0,0,0,1,13
33,2020,126,2001,15,6,5,33,0,0,4,0,0,0,6,0
34,2020,43,757,1,5,0,20,0,0,1,1,0,0,2,0
35,2020,114,1690,7,8,8,17,0,1,5,0,0,0,7,6
36,2020,80,2400,1,1,4,44,0,0,6,0,0,2,1,23
37,2020,123,2277,10,7,7,31,0,0,7,0,0,0,9,8
38,2020,87,1396,4,1,6,19,0,0,2,0,0,0,0,11
39,2020,1,46,0,0,0,1,0,0,1,0,0,0,0,0
40,2020,116,1629,9,5,5,27,0,0,2,0,0,0,9,2
41,2020,62,1694,0,3,4,34,0,0,4,1,0,0,10,6
42,2020,80,2121,2,1,4,45,0,0,6,0,0,0,1,20
43,2020,28,356,2,1,1,6,0,0,1,0,0,0,0,0
44,2018,73,2013,1,2,0,50,0,0,3,0,0,0,0,0
45,2020,50,908,4,1,3,12,0,0,6,0,0,0,3,2
46,2020,94,1699,8,4,5,28,0,0,3,0,0,0,7,1
47,2020,144,2529,3,5,9,29,0,0,3,0,0,0,9,20
48,2019,88,1992,4,3,3,42,0,0,2,0,0,0,0,0
50,2020,61,1509,2,1,4,25,0,0,4,0,0,0,3,6
53,2020,50,705,2,2,3,7,0,0,3,0,0,0,5,4
55,2019,82,2461,2,2,3,47,0,0,6,1,0,1,0,0
56,2018,4,85,0,0,0,2,0,0,0,0,0,0,0,0
58,2020,67,1260,0,0,5,12,0,0,0,0,31,0,0,15
59,2020,134,2271,9,5,7,32,0,0,3,0,0,0,7,8
60,2020,123,1961,8,4,12,19,0,0,6,0,0,0,8,8
61,2020,89,2080,3,1,10,23,0,0,5,0,0,0,2,14
62,2020,89,2038,1,7,8,26,0,0,3,0,0,0,7,3
64,2020,27,939,0,0,1,25,0,0,1,0,0,0,0,2
65,2020,76,1389,0,4,5,21,0,0,0,0,0,0,15,8
66,2019,3,30,0,0,0,0,0,0,0,0,0,0,0,0
68,2020,108,2105,0,5,6,31,0,0,6,0,0,0,14,23
70,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2020,77,1938,0,2,5,29,0,0,3,0,0,0,2,13
73,2020,58,1019,0,0,6,10,0,0,2,0,30,0,0,11
74,2020,32,683,0,1,1,12,0,0,0,0,0,0,2,2
75,2020,28,473,1,3,2,7,0,0,0,0,0,0,3,0
76,2018,127,2290,4,4,7,30,0,0,6,0,0,1,0,0
77,2020,64,1330,3,1,3,24,0,1,5,0,0,0,9,5
79,2019,39,990,0,0,2,20,0,0,2,0,39,0,0,0
80,2020,39,612,0,3,1,17,0,0,1,0,0,0,2,0
82,2020,82,2295,0,1,5,38,0,0,1,0,0,1,2,22
83,2020,57,1353,0,1,5,21,0,0,1,0,0,0,3,4
85,2020,147,2453,12,4,6,40,0,0,4,0,0,0,13,5
86,2020,55,1635,1,0,5,23,0,0,8,0,0,0,1,12
87,2020,66,1268,1,0,6,15,0,0,6,0,0,0,0,17
89,2020,70,2010,0,4,8,35,0,0,4,0,0,0,2,1
90,2020,86,1397,5,6,4,19,0,0,1,0,0,0,3,0
91,2020,103,2449,3,0,4,49,0,0,3,1,0,0,1,36
92,2020,80,1440,0,0,8,12,0,0,1,0,38,0,0,14
93,2020,45,1190,0,0,3,19,0,0,4,1,0,0,4,12
94,2020,82,2235,0,2,4,39,0,0,9,0,0,0,10,19
95,2020,124,2272,4,5,10,26,0,0,4,0,0,0,14,14
98,2018,44,945,0,1,4,9,0,0,4,0,0,0,0,0
99,2018,33,722,0,1,1,23,0,0,1,0,0,0,0,0
101,2020,73,1723,4,0,3,32,0,0,3,0,0,0,5,6
102,2020,95,2367,1,0,5,40,0,0,4,0,0,0,0,32
103,2020,81,1556,1,5,7,20,0,0,2,0,0,0,7,7
104,2020,119,2306,6,3,4,41,0,0,8,0,0,1,16,15
105,2020,99,1671,9,3,9,21,0,0,1,0,0,0,5,2
106,2020,27,623,1,1,0,12,0,0,2,0,0,0,0,2
108,2020,112,2331,5,6,7,36,0,0,7,0,0,0,10,4
110,2020,63,1086,5,2,1,23,0,0,0,0,0,0,6,0
112,2020,56,2031,0,0,3,39,0,0,6,0,0,0,1,9
114,2020,56,2565,0,0,3,49,0,0,7,0,0,0,0,11
115,2020,46,573,2,0,1,7,0,0,0,0,0,0,0,9
116,2020,50,1551,0,0,2,30,0,0,4,0,0,0,2,13
117,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2020,20,857,1,0,0,18,0,0,1,2,0,0,0,6
120,2020,23,582,0,1,1,11,0,0,2,0,0,0,1,2
122,2020,32,493,1,2,0,11,0,0,2,0,0,0,1,0
124,2020,86,1979,2,2,2,33,0,0,2,0,0,0,12,13
125,2020,2,7,0,0,0,2,0,0,0,0,0,0,0,0
126,2020,64,1175,2,1,5,16,0,1,4,0,0,0,1,2
130,2020,98,2228,2,4,5,36,0,0,4,0,0,0,13,10
131,2020,34,973,0,1,1,19,0,0,1,0,0,0,0,3
134,2020,138,2273,18,3,7,40,0,0,0,0,0,0,3,0
136,2020,23,351,1,1,2,3,0,0,0,0,0,0,0,1
138,2020,33,663,0,1,3,10,0,0,0,0,0,0,3,1
139,2020,13,421,0,0,2,9,0,0,0,0,0,0,0,0
140,2020,12,272,0,0,2,1,0,0,0,0,0,0,0,2
141,2020,2,13,0,0,0,0,0,0,0,0,0,0,0,0
142,2020,2,88,0,0,0,1,0,0,1,0,0,0,0,0
143,2020,11,125,0,0,0,2,0,0,0,0,0,0,0,0
144,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,2020,110,2148,5,6,6,35,0,0,4,0,0,0,11,3
146,2020,37,629,2,1,3,10,0,0,2,0,0,0,1,2
147,2020,121,2240,0,3,10,24,0,0,1,0,0,1,13,14
150,2020,64,1336,7,0,4,26,0,0,3,0,0,0,1,1
151,2020,3,8,0,0,0,1,0,0,0,0,0,0,0,0
152,2020,27,760,1,0,3,6,0,0,3,1,0,0,0,0
153,2020,83,2349,1,1,9,26,0,0,3,0,0,0,5,10
154,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,2020,68,1426,0,5,5,24,0,0,1,0,0,0,3,4
156,2020,75,1868,1,0,5,27,0,0,4,0,0,0,0,17
157,2020,38,975,0,1,3,22,0,0,2,0,0,0,1,5
158,2020,131,2438,7,7,4,46,0,0,1,0,0,0,10,6
159,2020,55,776,1,3,3,13,0,0,3,0,0,0,4,4
160,2020,5,90,0,0,0,2,0,0,0,0,9,0,0,1
161,2020,31,780,0,0,1,18,0,0,0,0,0,0,1,1
162,2020,42,862,1,2,6,6,0,0,2,0,0,0,3,3
163,2020,18,495,0,1,4,5,0,0,0,0,0,0,0,0
164,2020,34,824,0,0,2,13,0,0,3,0,0,0,1,9
166,2020,58,1379,1,0,10,16,0,0,5,0,0,0,1,9
169,2020,7,316,0,0,0,8,0,0,0,0,0,0,0,2
170,2020,9,103,0,1,0,2,0,0,0,0,0,0,0,0
172,2020,92,2190,3,0,6,32,0,0,5,0,0,0,0,17
174,2020,57,1784,1,3,2,37,0,0,5,0,0,0,2,4
177,2019,145,2396,13,10,7,32,0,0,4,2,0,0,0,0
178,2020,20,634,0,0,3,10,0,0,1,0,0,0,0,0
181,2020,29,626,1,2,2,8,0,0,2,0,0,0,1,0
182,2020,10,235,0,0,0,5,0,0,1,0,0,0,2,0
184,2020,58,1692,0,0,7,19,0,0,1,0,0,0,0,11
185,2020,67,1983,0,2,5,30,0,0,6,0,0,0,2,5
186,2020,27,585,0,3,2,7,0,0,2,0,0,0,2,2
190,2020,38,426,2,1,3,0,0,0,1,0,0,0,2,1
191,2020,8,150,0,0,0,4,0,0,0,0,0,0,0,1
192,2020,101,1500,8,7,10,15,0,0,3,0,0,0,10,3
194,2020,1,59,0,0,0,2,0,0,0,0,0,0,0,0
195,2020,65,1636,3,0,6,28,0,0,1,0,0,0,0,8
199,2020,1,1,0,0,0,0,0,0,0,0,0,0,0,0
200,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,2020,2,22,0,0,0,1,0,0,0,0,0,0,0,0
207,2020,59,1080,0,0,5,14,0,0,0,0,38,0,0,9
216,2020,101,2026,1,0,10,24,0,0,3,1,0,0,0,22
217,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2020,18,180,1,1,0,4,0,0,0,0,0,0,0,0
226,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,2020,21,582,0,0,1,8,0,0,1,0,0,0,1,0
231,2020,11,360,0,0,0,5,0,0,0,0,10,0,0,2
232,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,2020,10,324,0,1,0,7,0,0,1,0,0,0,0,0
245,2020,2,24,0,0,0,2,0,0,0,0,0,0,0,0
246,2020,11,150,0,1,0,2,0,0,0,0,0,0,1,0
249,2020,39,599,2,1,4,6,0,0,1,0,0,0,4,3
255,2019,8,293,0,0,0,5,0,0,0,0,0,0,0,0
259,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,2019,60,1523,0,0,5,19,0,0,4,0,0,0,0,0
269,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,2020,82,2050,5,2,6,31,0,0,2,0,0,0,8,1
273,2019,15,946,0,0,0,16,0,0,3,1,0,1,0,0
277,2020,6,15,0,0,0,0,0,0,0,0,0,0,0,0
280,2020,22,420,0,0,0,7,0,0,0,0,24,0,0,8
288,2020,1,1,0,0,0,0,0,0,0,0,0,0,0,0
289,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,2020,2,2,0,0,0,0,0,0,0,0,0,0,0,0
295,2020,166,2302,7,14,5,40,0,0,2,0,0,0,22,10
297,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,2018,98,1668,7,4,5,18,0,0,2,0,0,0,0,0
307,2020,43,884,2,1,2,16,0,0,0,0,0,0,3,0
311,2020,123,2700,5,7,3,51,0,0,3,0,0,0,12,8
327,2020,4,27,0,0,0,2,0,0,0,0,0,0,0,0
338,2018,101,1710,0,0,12,8,1,0,1,0,33,0,0,0
339,2019,77,1367,1,1,8,12,0,0,1,0,0,0,0,0
342,2018,78,2430,1,1,1,58,0,0,3,0,0,0,0,0
343,2018,67,1834,0,0,6,27,0,0,1,0,0,0,0,0
344,2019,46,680,0,2,4,4,0,0,0,0,0,0,0,0
351,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,2019,53,1155,6,0,0,20,0,0,0,0,0,0,0,0
365,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,2020,42,940,1,0,3,19,0,0,2,0,0,0,0,10
383,2019,57,1350,0,0,2,29,0,0,0,0,48,0,0,0
384,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,2019,51,1298,0,0,1,20,0,0,1,0,40,0,0,0
390,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,2019,50,1174,1,2,3,18,0,0,0,0,0,0,0,0
397,2019,49,1010,2,1,6,11,0,0,0,0,0,0,0,0
403,2019,49,1170,4,0,1,19,0,0,1,0,0,0,0,0
406,2020,80,1664,1,2,5,26,0,0,3,0,0,0,5,19
409,2020,39,571,4,1,1,8,0,0,0,0,0,0,1,0
1,2018,46,1250,1,0,3,25,0,0,0,0,0,0,0,0
5,2019,40,936,0,3,3,14,0,0,1,0,0,0,0,0
6,2019,99,2426,2,4,4,51,0,0,6,0,0,0,0,0
8,2018,42,759,1,2,1,11,0,0,1,0,0,0,0,0
11,2019,137,2204,6,8,12,18,0,0,8,0,0,0,0,0
12,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2018,41,634,6,1,3,2,0,0,1,1,0,0,0,0
15,2019,155,2407,0,6,15,17,0,0,4,0,0,0,0,0
16,2018,42,877,0,2,4,11,0,0,2,0,0,0,0,0
18,2019,87,2235,1,3,5,36,0,0,12,0,0,0,0,0
19,2019,37,720,0,0,2,10,0,0,1,0,35,0,0,0
20,2019,103,2280,1,2,8,23,0,0,7,1,0,0,0,0
21,2019,131,2700,0,0,4,56,1,0,0,0,118,0,0,0
22,2019,137,1946,9,3,9,14,0,0,6,0,0,0,0,0
24,2018,107,1903,10,6,7,26,0,0,3,0,0,0,0,0
30,2019,59,1580,0,2,4,20,0,0,1,0,0,0,0,0
31,2019,105,2337,4,1,3,42,0,1,0,2,0,0,0,0
34,2019,1,11,0,0,0,0,0,0,1,0,0,0,0,0
35,2019,64,1403,2,3,11,5,0,0,2,0,0,0,0,0
36,2019,67,1945,1,0,4,29,0,0,3,1,0,0,0,0
37,2019,59,1335,6,2,1,26,0,0,8,0,0,0,0,0
39,2019,2,85,0,0,0,3,0,0,1,0,0,0,0,0
40,2019,81,1293,5,4,2,19,0,0,2,0,0,0,0,0
41,2018,14,534,0,1,1,16,0,0,2,0,0,0,0,0
42,2019,55,1544,1,0,5,32,0,0,7,0,0,0,0,0
45,2019,29,229,2,3,0,3,0,0,1,0,0,0,0,0
47,2019,133,2225,0,4,15,13,0,0,5,0,0,0,0,0
48,2018,36,803,2,1,1,17,0,0,1,0,0,0,0,0
50,2019,44,877,0,2,6,7,0,0,0,0,0,0,0,0
53,2019,82,1672,5,3,3,40,0,0,4,0,0,0,0,0
55,2018,115,2480,1,2,8,34,0,0,4,0,0,0,0,0
58,2019,145,2565,0,0,15,16,0,0,1,0,62,0,0,0
59,2019,32,590,2,1,2,6,0,0,1,0,0,0,0,0
60,2019,10,66,0,1,0,5,0,0,0,0,0,0,0,0
61,2019,71,1612,2,2,4,21,0,0,3,0,0,0,0,0
62,2019,68,1352,1,3,7,8,0,0,1,1,0,0,0,0
64,2019,13,398,0,0,0,10,0,0,0,0,0,0,0,0
65,2019,148,2214,4,11,6,30,0,0,3,0,0,0,0,0
66,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2019,151,2610,0,0,11,28,3,0,3,0,83,0,0,0
74,2019,39,1187,1,0,4,22,0,0,0,0,0,0,0,0
75,2019,69,1692,6,1,12,11,0,2,0,0,0,0,0,0
77,2019,97,2006,4,5,7,22,0,0,3,0,0,0,0,0
79,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2019,82,2346,1,0,4,41,0,0,1,0,0,0,0,0
83,2019,96,2273,0,7,5,33,0,0,4,1,0,0,0,0
85,2018,136,2417,5,9,5,35,0,2,1,0,0,0,0,0
87,2019,36,608,0,0,3,2,0,0,1,0,0,0,0,0
89,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2019,144,2172,9,6,15,10,0,0,4,0,0,0,0,0
91,2019,91,2098,1,2,7,46,0,0,5,0,0,1,0,0
92,2019,10,270,0,0,0,4,0,0,0,0,8,0,0,0
93,2019,106,2132,0,5,7,27,0,0,3,0,0,0,0,0
94,2019,101,2225,2,6,5,33,0,0,6,1,0,0,0,0
95,2019,97,2132,2,6,5,35,0,0,3,1,0,0,0,0
103,2019,25,450,0,1,2,7,0,0,0,0,0,0,0,0
104,2019,76,1911,1,3,5,37,0,0,6,0,0,0,0,0
105,2019,65,1087,4,3,7,11,0,0,2,0,0,0,0,0
110,2019,78,2064,1,5,3,38,0,0,3,0,0,0,0,0
112,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2019,98,2606,1,1,8,49,0,0,5,1,0,0,0,0
115,2019,39,569,1,0,3,7,0,0,1,0,0,0,0,0
119,2019,61,1061,2,1,4,12,0,0,1,0,0,0,0,0
120,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,2019,76,1642,2,4,8,17,0,0,1,0,0,0,0,0
126,2018,80,1568,2,1,7,30,0,0,3,0,0,0,0,0
134,2019,103,1986,10,3,14,16,0,0,2,0,0,0,0,0
138,2019,34,686,1,1,5,7,0,0,2,0,0,0,0,0
139,2019,7,172,0,0,1,3,0,0,1,0,0,0,0,0
140,2019,72,1315,2,0,5,16,0,0,3,0,0,0,0,0
141,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,2019,47,586,1,0,6,3,0,0,1,0,0,0,0,0
143,2019,55,1541,2,1,1,24,0,1,0,0,0,0,0,0
144,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,2019,49,787,0,1,6,2,0,0,2,0,0,0,0,0
150,2019,31,637,1,1,2,16,0,0,0,0,0,0,0,0
152,2019,60,1731,0,1,8,20,0,0,4,0,0,0,0,0
153,2019,89,1936,2,3,8,19,0,0,6,0,0,0,0,0
155,2019,7,185,0,0,0,4,0,0,0,0,0,0,0,0
157,2019,19,639,0,0,1,12,0,0,0,0,0,0,0,0
158,2018,52,1035,2,2,1,26,0,0,2,0,0,0,0,0
160,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,2019,102,1728,8,4,2,32,0,0,2,0,0,0,0,0
166,2019,91,2379,0,2,15,17,0,0,2,1,0,0,0,0
169,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,2019,94,2504,2,0,8,45,0,0,2,0,0,0,0,0
177,2018,126,2096,13,8,8,27,0,0,6,0,0,0,0,0
178,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,2019,1,2,0,0,0,0,0,0,0,0,0,0,0,0
184,2019,80,2280,0,1,14,15,0,0,5,0,0,0,0,0
185,2019,80,2215,1,4,3,45,0,0,3,0,0,0,0,0
186,2019,36,519,1,3,2,3,0,0,1,0,0,0,0,0
190,2019,9,173,0,0,1,2,0,0,2,0,0,0,0,0
191,2019,16,240,0,1,1,1,0,0,0,0,0,0,0,0
207,2019,113,1800,0,0,12,10,1,0,1,0,40,0,0,0
216,2019,118,2476,0,0,11,24,0,0,1,0,0,0,0,0
231,2019,44,1080,0,0,1,16,0,0,1,1,48,0,0,0
241,2019,22,286,0,0,3,0,0,0,0,0,0,0,0,0
255,2018,13,210,0,0,1,2,0,0,1,0,0,0,0,0
259,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,2018,10,205,0,0,1,4,0,0,0,0,0,0,0,0
270,2019,60,1072,4,4,4,12,0,0,1,0,0,0,0,0
273,2018,9,180,0,0,1,2,0,0,1,0,0,0,0,0
280,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,2019,123,1670,6,9,10,15,0,0,1,0,0,0,0,0
297,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,2019,71,1575,1,2,6,30,0,0,4,1,0,0,0,0
339,2018,103,1501,2,3,9,11,0,0,2,0,0,0,0,0
344,2018,14,189,0,1,1,1,0,0,0,0,0,0,0,0
355,2018,144,2359,17,6,7,31,0,0,1,0,0,0,0,0
397,2018,84,1256,6,6,6,11,0,0,2,0,0,0,0,0
11,2018,74,1080,2,5,7,5,0,0,2,1,0,0,0,0
18,2018,85,2419,1,1,6,50,0,0,3,0,0,0,0,0
19,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2018,73,1430,0,3,6,12,0,0,2,0,0,0,0,0
21,2018,108,2520,0,0,5,39,0,0,0,0,78,0,0,0
22,2018,86,910,2,8,6,7,0,0,1,0,0,0,0,0
31,2018,111,2430,5,2,6,32,0,1,4,0,0,0,0,0
36,2018,71,1386,2,1,5,15,0,0,3,0,0,0,0,0
37,2018,43,1054,3,2,4,15,0,0,3,0,0,0,0,0
45,2018,41,621,3,2,5,6,0,0,2,0,0,0,0,0
47,2018,127,1778,2,7,9,17,0,0,4,0,0,0,0,0
50,2018,1,4,0,0,0,0,0,0,0,0,0,0,0,0
58,2018,107,2025,0,0,9,22,1,0,2,0,48,0,0,0
59,2018,6,231,0,0,0,6,0,0,1,1,0,0,0,0
60,2018,11,233,0,1,0,3,0,0,1,0,0,0,0,0
61,2018,30,844,0,0,5,3,0,0,2,0,0,0,0,0
62,2018,87,1704,2,7,5,25,0,0,1,0,0,0,0,0
73,2018,139,2340,0,0,10,24,1,0,0,0,77,1,0,0
74,2018,25,988,0,0,4,18,0,0,0,0,0,0,0,0
75,2018,68,1101,8,3,8,8,0,0,0,0,0,0,0,0
77,2018,110,1629,3,14,5,26,0,0,2,0,0,0,0,0
80,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2018,90,2340,0,0,6,30,0,0,2,0,0,0,0,0
83,2018,80,1503,0,4,5,22,0,0,0,0,0,0,0,0
87,2018,85,2119,0,0,9,24,0,0,4,1,0,0,0,0
89,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2018,137,2041,10,5,8,25,0,0,2,0,0,0,0,0
92,2018,47,810,0,0,5,7,0,0,1,0,17,0,0,0
93,2018,87,1610,2,1,8,18,0,0,1,0,0,0,0,0
94,2018,82,1978,1,1,7,24,0,0,8,0,0,0,0,0
95,2018,54,1464,0,0,3,24,0,0,4,0,0,0,0,0
104,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2018,91,1662,8,6,8,19,0,0,4,0,0,0,0,0
112,2018,9,376,0,0,0,8,0,0,3,0,0,0,0,0
114,2018,49,2020,0,0,3,44,0,0,4,0,0,1,0,0
115,2018,52,976,1,0,3,12,0,0,0,0,0,0,0,0
124,2018,115,2278,5,4,11,20,0,0,5,0,0,0,0,0
138,2018,2,26,0,0,0,0,0,0,0,0,0,0,0,0
140,2018,31,790,0,0,2,13,0,0,2,0,0,0,0,0
141,2018,6,7,1,0,0,0,0,0,0,0,0,0,0,0
142,2018,43,765,1,2,2,9,0,0,1,0,0,0,0,0
143,2018,104,1939,7,4,6,24,0,1,0,0,0,0,0,0
152,2018,87,2089,4,1,9,22,0,0,7,0,0,0,0,0
153,2018,76,2048,1,1,8,22,0,0,5,0,0,0,0,0
155,2018,17,342,1,0,0,6,0,0,0,0,0,0,0,0
157,2018,63,1402,2,0,6,19,0,0,6,0,0,0,0,0
162,2018,99,2319,6,2,4,37,0,0,4,0,0,1,0,0
166,2018,75,2106,0,0,15,14,0,0,2,1,0,0,0,0
169,2018,17,720,0,0,1,13,0,0,2,0,0,0,0,0
174,2018,36,1556,0,0,2,35,0,0,3,0,0,0,0,0
184,2018,75,2159,0,0,10,26,0,0,3,0,0,0,0,0
186,2018,153,1827,12,7,12,20,0,0,1,0,0,0,0,0
190,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,2018,33,541,0,0,3,3,0,0,0,0,13,0,0,0
216,2018,145,2486,0,0,17,13,0,0,2,0,0,1,0,0
231,2018,24,450,0,0,2,7,0,0,0,0,14,0,0,0
241,2018,69,1047,0,3,6,9,0,0,1,0,0,0,0,0
270,2018,28,635,1,0,3,13,0,0,0,0,0,0,0,0
280,2018,11,180,0,0,1,1,0,0,0,0,3,0,0,0
297,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,2018,22,735,0,1,1,21,0,0,2,1,0,0,0,0
